,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist_name
49EXOlUTFBGdI098L6SXDh,0.269,0.764,7,-3.735,1,0.0534,0.132,0,0.0723,0.15,181.299,audio_features,49EXOlUTFBGdI098L6SXDh,spotify:track:49EXOlUTFBGdI098L6SXDh,https://api.spotify.com/v1/tracks/49EXOlUTFBGdI098L6SXDh,https://api.spotify.com/v1/audio-analysis/49EXOlUTFBGdI098L6SXDh,252760,4,dawns,zach bryan featuring maggie rogers
4sx6NRwL6Ol3V6m9exwGlQ,0.662,0.398,11,-6.691,0,0.0275,0.716,0,0.111,0.468,107.001,audio_features,4sx6NRwL6Ol3V6m9exwGlQ,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/tracks/4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/audio-analysis/4sx6NRwL6Ol3V6m9exwGlQ,145850,4,love again,the kid laroi
62L9AbfPmUm8gV578rxC51,0.563,0.851,8,-3.798,1,0.026,0.00417,0.00113,0.147,0.72,103.996,audio_features,62L9AbfPmUm8gV578rxC51,spotify:track:62L9AbfPmUm8gV578rxC51,https://api.spotify.com/v1/tracks/62L9AbfPmUm8gV578rxC51,https://api.spotify.com/v1/audio-analysis/62L9AbfPmUm8gV578rxC51,187047,4,everything i love,morgan wallen
35ovElsgyAtQwYPYnZJECg,0.247,0.299,9,-6.083,1,0.0315,0.899,0,0.131,0.172,177.115,audio_features,35ovElsgyAtQwYPYnZJECg,spotify:track:35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,196520,4,lift me up,rihanna
6Um358vY92UBv5DloTRX9L,0.491,0.643,10,-4.309,1,0.0442,0.187,0,0.109,0.779,162.469,audio_features,6Um358vY92UBv5DloTRX9L,spotify:track:6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/tracks/6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/audio-analysis/6Um358vY92UBv5DloTRX9L,169419,4,que vuelvas,carin leon x grupo frontera
2GAhgAjOhEmItWLfgisyOn,0.698,0.546,0,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,audio_features,2GAhgAjOhEmItWLfgisyOn,spotify:track:2GAhgAjOhEmItWLfgisyOn,https://api.spotify.com/v1/tracks/2GAhgAjOhEmItWLfgisyOn,https://api.spotify.com/v1/audio-analysis/2GAhgAjOhEmItWLfgisyOn,181080,4,low,sza
6ax22G0NwhiX51oT3MRABN,0.435,0.546,6,-6.807,1,0.0282,0.00748,3.78e-05,0.119,0.44,133.468,audio_features,6ax22G0NwhiX51oT3MRABN,spotify:track:6ax22G0NwhiX51oT3MRABN,https://api.spotify.com/v1/tracks/6ax22G0NwhiX51oT3MRABN,https://api.spotify.com/v1/audio-analysis/6ax22G0NwhiX51oT3MRABN,237919,3,tennessee orange,megan moroney
6MJDLNyo5eJAMwMYJ16ue1,0.599,0.696,2,-6.371,0,0.0366,0.119,0.197,0.123,0.36,92.086,audio_features,6MJDLNyo5eJAMwMYJ16ue1,spotify:track:6MJDLNyo5eJAMwMYJ16ue1,https://api.spotify.com/v1/tracks/6MJDLNyo5eJAMwMYJ16ue1,https://api.spotify.com/v1/audio-analysis/6MJDLNyo5eJAMwMYJ16ue1,121287,4,x si volvemos,karol g x romeo santos
11BKm0j4eYoCPPpCONAVwA,0.591,0.637,9,-6.365,0,0.03,0.0107,1.95e-06,0.113,0.432,99.998,audio_features,11BKm0j4eYoCPPpCONAVwA,spotify:track:11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/tracks/11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/audio-analysis/11BKm0j4eYoCPPpCONAVwA,244760,4,bloody mary,lady gaga
6Qpfsw8OS5HW5XxgmXYLWS,0.588,0.931,6,-3.925,1,0.0318,0.00411,0,0.345,0.625,105.027,audio_features,6Qpfsw8OS5HW5XxgmXYLWS,spotify:track:6Qpfsw8OS5HW5XxgmXYLWS,https://api.spotify.com/v1/tracks/6Qpfsw8OS5HW5XxgmXYLWS,https://api.spotify.com/v1/audio-analysis/6Qpfsw8OS5HW5XxgmXYLWS,219333,4,handle on you,parker mccollum
5OLaVCAM2pqg7X9mAM2W8M,0.628,0.632,9,-5.932,1,0.0325,0.257,0,0.288,0.559,137.854,audio_features,5OLaVCAM2pqg7X9mAM2W8M,spotify:track:5OLaVCAM2pqg7X9mAM2W8M,https://api.spotify.com/v1/tracks/5OLaVCAM2pqg7X9mAM2W8M,https://api.spotify.com/v1/audio-analysis/5OLaVCAM2pqg7X9mAM2W8M,191227,4,what he didn't do,carly pearce
5BbdKBZO0TH0GhfxUfyhL9,0.877,0.517,2,-5.426,0,0.0706,0.217,0,0.143,0.255,119.996,audio_features,5BbdKBZO0TH0GhfxUfyhL9,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,https://api.spotify.com/v1/tracks/5BbdKBZO0TH0GhfxUfyhL9,https://api.spotify.com/v1/audio-analysis/5BbdKBZO0TH0GhfxUfyhL9,162053,4,freestyle,lil baby
4RG7P0CXQ4pe0OeCAHjX5L,0.504,0.736,0,-6.079,1,0.0352,0.00216,0,0.129,0.46,148.014,audio_features,4RG7P0CXQ4pe0OeCAHjX5L,spotify:track:4RG7P0CXQ4pe0OeCAHjX5L,https://api.spotify.com/v1/tracks/4RG7P0CXQ4pe0OeCAHjX5L,https://api.spotify.com/v1/audio-analysis/4RG7P0CXQ4pe0OeCAHjX5L,199733,4,wild as her,corey kent
2ZL7WZcjuYKi1KUDtp4kCC,0.773,0.701,7,-6.386,1,0.0512,0.01,0,0.163,0.203,129.963,audio_features,2ZL7WZcjuYKi1KUDtp4kCC,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,https://api.spotify.com/v1/tracks/2ZL7WZcjuYKi1KUDtp4kCC,https://api.spotify.com/v1/audio-analysis/2ZL7WZcjuYKi1KUDtp4kCC,214589,4,spin bout u,drake & 21 savage
5Jwcv2Le3Klwgrgyqa12ZA,0.623,0.466,11,-7.6,1,0.0265,0.0421,1.45e-06,0.0996,0.272,81.98,audio_features,5Jwcv2Le3Klwgrgyqa12ZA,spotify:track:5Jwcv2Le3Klwgrgyqa12ZA,https://api.spotify.com/v1/tracks/5Jwcv2Le3Klwgrgyqa12ZA,https://api.spotify.com/v1/audio-analysis/5Jwcv2Le3Klwgrgyqa12ZA,225813,3,you didn't,brett young
6DdPacpAdYkxV8MCzsjaXu,0.511,0.6,2,-5.699,1,0.0268,0.16,5.25e-06,0.114,0.269,146.051,audio_features,6DdPacpAdYkxV8MCzsjaXu,spotify:track:6DdPacpAdYkxV8MCzsjaXu,https://api.spotify.com/v1/tracks/6DdPacpAdYkxV8MCzsjaXu,https://api.spotify.com/v1/audio-analysis/6DdPacpAdYkxV8MCzsjaXu,233667,4,growin' up and gettin' old,luke combs
6dgUya35uo964z7GZXM07g,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,audio_features,6dgUya35uo964z7GZXM07g,spotify:track:6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,163648,4,nonsense,sabrina carpenter
78Sw5GDo6AlGwTwanjXbGh,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,audio_features,78Sw5GDo6AlGwTwanjXbGh,spotify:track:78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/tracks/78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/audio-analysis/78Sw5GDo6AlGwTwanjXbGh,242485,4,here with me,d4vd
3azJifCSqg9fRij2yKIbWz,0.645,0.534,6,-10.8,0,0.0479,0.157,0,0.0863,0.463,105.02,audio_features,3azJifCSqg9fRij2yKIbWz,spotify:track:3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/tracks/3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/audio-analysis/3azJifCSqg9fRij2yKIbWz,226467,4,the color violet,tory lanez
2mpoNBkngUEwnaKoBhZ0vl,0.784,0.826,7,-6.34,0,0.0538,0.0965,7.09e-05,0.123,0.893,138.078,audio_features,2mpoNBkngUEwnaKoBhZ0vl,spotify:track:2mpoNBkngUEwnaKoBhZ0vl,https://api.spotify.com/v1/tracks/2mpoNBkngUEwnaKoBhZ0vl,https://api.spotify.com/v1/audio-analysis/2mpoNBkngUEwnaKoBhZ0vl,184066,3,prc,peso pluma x natanael cano
6HJTudh3Zd7WfxJHOHsvDB,0.671,0.852,8,-5.375,1,0.0415,0.00367,0.0033,0.0754,0.835,127.005,audio_features,6HJTudh3Zd7WfxJHOHsvDB,spotify:track:6HJTudh3Zd7WfxJHOHsvDB,https://api.spotify.com/v1/tracks/6HJTudh3Zd7WfxJHOHsvDB,https://api.spotify.com/v1/audio-analysis/6HJTudh3Zd7WfxJHOHsvDB,181442,4,10:35,tiesto featuring tate mcrae
5ww2BF9slyYgNOk37BlC4u,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,la bachata,manuel turizo
5uSFGgIfHMT3osrAd9n9ym,0.669,0.742,1,-3.518,0,0.0441,0.296,0,0.355,0.716,101.982,audio_features,5uSFGgIfHMT3osrAd9n9ym,spotify:track:5uSFGgIfHMT3osrAd9n9ym,https://api.spotify.com/v1/tracks/5uSFGgIfHMT3osrAd9n9ym,https://api.spotify.com/v1/audio-analysis/5uSFGgIfHMT3osrAd9n9ym,203472,4,forget me,lewis capaldi
3hxIUxnT27p5WcmjGUXNwx,0.485,0.409,9,-10.711,0,0.101,0.325,0,0.103,0.376,138.419,audio_features,3hxIUxnT27p5WcmjGUXNwx,spotify:track:3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/tracks/3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/audio-analysis/3hxIUxnT27p5WcmjGUXNwx,164571,4,shut up my moms calling,hotel ugly
2CSRrnOEELmhpq8iaAi9cd,0.461,0.279,9,-11.776,0,0.0373,0.911,0,0.205,0.599,114.225,audio_features,2CSRrnOEELmhpq8iaAi9cd,spotify:track:2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/tracks/2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/audio-analysis/2CSRrnOEELmhpq8iaAi9cd,150720,4,blind,sza
65FftemJ1DbbZ45DUfHJXE,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,audio_features,65FftemJ1DbbZ45DUfHJXE,spotify:track:65FftemJ1DbbZ45DUfHJXE,https://api.spotify.com/v1/tracks/65FftemJ1DbbZ45DUfHJXE,https://api.spotify.com/v1/audio-analysis/65FftemJ1DbbZ45DUfHJXE,212253,4,omg,newjeans
23Lyy7ZXRvzfgH4JtDkKrX,0.594,0.527,0,-9.335,1,0.0335,0.121,0,0.234,0.692,172.712,audio_features,23Lyy7ZXRvzfgH4JtDkKrX,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX,https://api.spotify.com/v1/tracks/23Lyy7ZXRvzfgH4JtDkKrX,https://api.spotify.com/v1/audio-analysis/23Lyy7ZXRvzfgH4JtDkKrX,194019,4,no se va,grupo frontera
4XJRpBOG0bU3Nxnvam3FnC,0.709,0.357,5,-9.289,1,0.214,0.478,0.000294,0.112,0.544,75.494,audio_features,4XJRpBOG0bU3Nxnvam3FnC,spotify:track:4XJRpBOG0bU3Nxnvam3FnC,https://api.spotify.com/v1/tracks/4XJRpBOG0bU3Nxnvam3FnC,https://api.spotify.com/v1/audio-analysis/4XJRpBOG0bU3Nxnvam3FnC,129480,4,love you better,future
2mnXxnrX5vCGolNkaFvVeM,0.887,0.234,9,-14.52,1,0.178,0.111,0.67,0.13,0.197,140.02,audio_features,2mnXxnrX5vCGolNkaFvVeM,spotify:track:2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/tracks/2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/audio-analysis/2mnXxnrX5vCGolNkaFvVeM,196800,4,la jumpa,arcangel & bad bunny
6kCFt2ATuMIE5H9zVEJXei,0.522,0.801,5,-5.424,1,0.1,0.224,0,0.301,0.491,155.928,audio_features,6kCFt2ATuMIE5H9zVEJXei,spotify:track:6kCFt2ATuMIE5H9zVEJXei,https://api.spotify.com/v1/tracks/6kCFt2ATuMIE5H9zVEJXei,https://api.spotify.com/v1/audio-analysis/6kCFt2ATuMIE5H9zVEJXei,189307,3,that's what tequila does,jason aldean
2hQo3aG0eeAnj3GSC0dfKL,0.553,0.256,9,-10.272,0,0.103,0.859,0,0.127,0.542,63.462,audio_features,2hQo3aG0eeAnj3GSC0dfKL,spotify:track:2hQo3aG0eeAnj3GSC0dfKL,https://api.spotify.com/v1/tracks/2hQo3aG0eeAnj3GSC0dfKL,https://api.spotify.com/v1/audio-analysis/2hQo3aG0eeAnj3GSC0dfKL,183893,4,love language,sza
3Ga7Uele3zN57vQ4F0HPTW,0.482,0.847,6,-4.741,1,0.0317,0.081,0,0.0832,0.592,76.01,audio_features,3Ga7Uele3zN57vQ4F0HPTW,spotify:track:3Ga7Uele3zN57vQ4F0HPTW,https://api.spotify.com/v1/tracks/3Ga7Uele3zN57vQ4F0HPTW,https://api.spotify.com/v1/audio-analysis/3Ga7Uele3zN57vQ4F0HPTW,198255,4,tennessee fan,morgan wallen
5702raF31K9rvD6KZ6sCTo,0.814,0.641,6,-5.957,0,0.111,0.027,0,0.0993,0.183,133.854,audio_features,5702raF31K9rvD6KZ6sCTo,spotify:track:5702raF31K9rvD6KZ6sCTo,https://api.spotify.com/v1/tracks/5702raF31K9rvD6KZ6sCTo,https://api.spotify.com/v1/audio-analysis/5702raF31K9rvD6KZ6sCTo,185507,4,ditto,newjeans
4CiVz4bw7X1zjCaJ5ZwxUS,0.395,0.784,10,-5.903,0,0.132,0.0135,0,0.213,0.353,161.946,audio_features,4CiVz4bw7X1zjCaJ5ZwxUS,spotify:track:4CiVz4bw7X1zjCaJ5ZwxUS,https://api.spotify.com/v1/tracks/4CiVz4bw7X1zjCaJ5ZwxUS,https://api.spotify.com/v1/audio-analysis/4CiVz4bw7X1zjCaJ5ZwxUS,203948,4,watch the world burn,falling in reverse
5AihIu9yF3flkw1jFMyfwW,0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,audio_features,5AihIu9yF3flkw1jFMyfwW,spotify:track:5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/tracks/5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/audio-analysis/5AihIu9yF3flkw1jFMyfwW,221520,4,human,cody johnson
0yUaLqhsVsguBpoOPL4cO7,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,audio_features,0yUaLqhsVsguBpoOPL4cO7,spotify:track:0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/tracks/0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/audio-analysis/0yUaLqhsVsguBpoOPL4cO7,129362,4,in ha mood,ice spice
40V9sT2iWVgRa6b6JVGEq1,0.88,0.746,10,-3.381,0,0.124,0.0129,0,0.105,0.315,130.045,audio_features,40V9sT2iWVgRa6b6JVGEq1,spotify:track:40V9sT2iWVgRa6b6JVGEq1,https://api.spotify.com/v1/tracks/40V9sT2iWVgRa6b6JVGEq1,https://api.spotify.com/v1/audio-analysis/40V9sT2iWVgRa6b6JVGEq1,165479,4,back end,finesse2tymes
5gAwpwuchaCGnJLlBMGBzp,0.806,0.64,11,-7.398,0,0.317,0.0864,0,0.201,0.716,160.054,audio_features,5gAwpwuchaCGnJLlBMGBzp,spotify:track:5gAwpwuchaCGnJLlBMGBzp,https://api.spotify.com/v1/tracks/5gAwpwuchaCGnJLlBMGBzp,https://api.spotify.com/v1/audio-analysis/5gAwpwuchaCGnJLlBMGBzp,213206,4,do it again,nle choppa & 2rare
1zsPaEkglFvxjAhrM8yhpr,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,hey mor,ozuna featuring feid
2Hh3ETdQKrmSI3QS0hme7g,0.684,0.671,7,-4.392,0,0.0464,0.189,2.37e-05,0.122,0.156,88.048,audio_features,2Hh3ETdQKrmSI3QS0hme7g,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/tracks/2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/audio-analysis/2Hh3ETdQKrmSI3QS0hme7g,199920,4,too many nights,metro boomin featuring don toliver & future
0GhV8OqZZHJ9ajvAo7PeQW,0.614,0.452,6,-9.632,1,0.0552,0.833,0.0525,0.115,0.608,125.065,audio_features,0GhV8OqZZHJ9ajvAo7PeQW,spotify:track:0GhV8OqZZHJ9ajvAo7PeQW,https://api.spotify.com/v1/tracks/0GhV8OqZZHJ9ajvAo7PeQW,https://api.spotify.com/v1/audio-analysis/0GhV8OqZZHJ9ajvAo7PeQW,218587,4,ghost in the machine,sza featuring phoebe bridgers
6TBzRwnX2oYd8aOrOuyK1p,0.699,0.541,0,-4.943,1,0.0826,0.0628,0,0.0916,0.365,98.395,audio_features,6TBzRwnX2oYd8aOrOuyK1p,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,https://api.spotify.com/v1/tracks/6TBzRwnX2oYd8aOrOuyK1p,https://api.spotify.com/v1/audio-analysis/6TBzRwnX2oYd8aOrOuyK1p,224921,4,fin de semana,junior h x oscar maydon
76OGwb5RA9h4FxQPT33ekc,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,audio_features,76OGwb5RA9h4FxQPT33ekc,spotify:track:76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/tracks/76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/audio-analysis/76OGwb5RA9h4FxQPT33ekc,179551,4,snap,rosa linn
6ug9fUi5oLLgQgOF1G8WkM,0.738,0.666,5,-6.97,0,0.455,0.00361,0,0.107,0.215,161.734,audio_features,6ug9fUi5oLLgQgOF1G8WkM,spotify:track:6ug9fUi5oLLgQgOF1G8WkM,https://api.spotify.com/v1/tracks/6ug9fUi5oLLgQgOF1G8WkM,https://api.spotify.com/v1/audio-analysis/6ug9fUi5oLLgQgOF1G8WkM,177789,4,california breeze,lil baby
7795WJLVKJoAyVoOtCWqXN,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,audio_features,7795WJLVKJoAyVoOtCWqXN,spotify:track:7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,239317,4,i'm not here to make friends,sam smith
54ELExv56KCAB4UP9cOCzC,0.892,0.662,8,-3.894,1,0.162,0.169,1.24e-06,0.363,0.607,93.976,audio_features,54ELExv56KCAB4UP9cOCzC,spotify:track:54ELExv56KCAB4UP9cOCzC,https://api.spotify.com/v1/tracks/54ELExv56KCAB4UP9cOCzC,https://api.spotify.com/v1/audio-analysis/54ELExv56KCAB4UP9cOCzC,227013,4,gato de noche,nengo flow & bad bunny
2oiixB9QMIzhWaHGVlQx4g,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,audio_features,2oiixB9QMIzhWaHGVlQx4g,spotify:track:2oiixB9QMIzhWaHGVlQx4g,https://api.spotify.com/v1/tracks/2oiixB9QMIzhWaHGVlQx4g,https://api.spotify.com/v1/audio-analysis/2oiixB9QMIzhWaHGVlQx4g,216148,4,yandel 150,yandel & feid
2lNTHWu2I5Tcz9ukWsV5Jj,0.557,0.597,5,-8.296,1,0.048,0.646,0,0.0974,0.414,78.526,audio_features,2lNTHWu2I5Tcz9ukWsV5Jj,spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/tracks/2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/audio-analysis/2lNTHWu2I5Tcz9ukWsV5Jj,175238,4,next thing you know,jordan davis
6sZo5nJIsFWXefRCCexpx0,0.668,0.802,5,-4.005,0,0.0917,0.0273,0,0.163,0.769,113.796,audio_features,6sZo5nJIsFWXefRCCexpx0,spotify:track:6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/tracks/6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/audio-analysis/6sZo5nJIsFWXefRCCexpx0,225789,4,never gonna not dance again,p!nk
2w4EpqGasrz9qdTwocx54t,0.405,0.21,2,-13.214,1,0.0279,0.584,0,0.139,0.174,100.577,audio_features,2w4EpqGasrz9qdTwocx54t,spotify:track:2w4EpqGasrz9qdTwocx54t,https://api.spotify.com/v1/tracks/2w4EpqGasrz9qdTwocx54t,https://api.spotify.com/v1/audio-analysis/2w4EpqGasrz9qdTwocx54t,202173,3,open arms,sza featuring travis scott
